Index,class,tweet,group,num_target_groups
21182,0,She got every niggah lookin like dam,black,1.0
21247,0,Shoot that nigga an his shorty bitch .,black,1.0
21293,0,Sick of your coon antics RT : Accuracy RT : &#;Henny &gt; water&#; &#;&#;&#;,black,1.0
21353,0,Smh u niggers &amp; ur music knowledge,black,1.0
21374,0,So I decided to drive to the good walmart where the colored folks don't go bc it's food here.,black,1.0
21424,0,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,black,1.0
21495,0,Some of these hood negros don't deserve bail money the way they be visiting jail.,black,1.0
21563,0,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me,black,1.0
21584,0,Spics are half breed trash. No filthy native should be allowed to speak to any European.,black,1.0
21853,0,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day &#;&#;&#;&#;&#;,black,1.0
21997,0,The blacks in #California are typical niggers.,black,1.0
22001,0,The chinks really hunting their food... RT : Dog shot with arrow in N.O. East-,black,1.0
22579,0,This nigga over here telling me he dont fuck with this bitch . When he do &#;&#;&#;. Or maybe she lying lol,black,1.0
22588,0,This niggah know wassup,black,1.0
22592,0,This nigglet &#;&#;,black,1.0
22622,0,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks mins ago but they closed,black,1.0
22628,0,This white bitch had the fuckin nerve to call me a nigga&#; when shes the one payin for her lips to get bigga&#;&#;,black,1.0
22690,0,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.,black,1.0
22804,0,U coons can't wait to wear them Oreo J's,black,1.0
22847,0,Ugly fucking nigger baby. Thought it was a gorilla at first./,black,1.0
22858,0,Uncle Tom Hypocrite!,black,1.0
22957,0,Washing my coon hair,black,1.0
22958,0,Wassup wit all these fucc niccas,black,1.0
22963,0,Watch out nigger lovers. You day is coming.,black,1.0
22971,0,Watching the nigger movie Menacesociety. Trying to learn more about the enemy. Good reconnaissance.,black,1.0
23000,0,We hate you too lil nicca! Lol RT : I Hate The Steelers Dawg,black,1.0
23037,0,"Well gahdamn. RT : Wooooow &#;: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#;",black,1.0
23074,0,"What be the peckin order?
 white Christian
 colored
 Porto Ricans 
 Arab 
 Jews 

I donts know. I be axin","christian, black, latinos, jews, whites",5.0
23094,0,"What ppl expect, august aslina is a nig from New Orleans",black,1.0
23188,0,"When it rains it's good ""go to the mall weather"" all the coons be at home",black,1.0
23599,0,"Yea alright redneck white trash"": Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!""","whites, black",2.0
23693,0,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;","political, muslim, black",3.0
23702,0,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.,"black, women",2.0
23730,0,You are a jiggaboo...!,black,1.0
23765,0,You can't owe me shit ion trust niccas,black,1.0
23853,0,You like them bitch niggas.,black,1.0
23879,0,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt","women, black",2.0
23960,0,You're just another nigguh.,black,1.0
23997,0,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.,black,1.0
24218,0,coons,black,1.0
24420,0,hoe ass nigga &#;,black,1.0
24586,0,inb you unfunny nigger kill yourself,black,1.0
24695,0,looking like a hillbilly and not matching is what I do best goodnight losers,black,1.0
24769,0,niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up,black,1.0
24995,0,"tell the hating niggah 
stfu",black,1.0
25065,0,they shot another monkey lmaooooooooooo,black,1.0
25197,0,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin.","mexican, asian, whites, black",4.0
25289,0,you're all niggers,black,1.0
