Index,class,tweet,group,num_target_groups
21647,0,Stu a rape faced faggot man I'm sick of this nigga,lgbt,1.0
21725,0,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome,lgbt,1.0
21890,0,That shade of faggot clashes with your eye color.,lgbt,1.0
21900,0,That was my faggot rant for the night.,lgbt,1.0
22040,0,The leftist/homosexual war on the #Catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...,lgbt,1.0
22070,0,The reason Shelby hates sandwiches is because he is a queer.,lgbt,1.0
22116,0,Them queer ass shorts Rabchenko got on,lgbt,1.0
22310,0,These people are fags.,lgbt,1.0
22625,0,This week's RFN segment is in the can. I discuss Idaho being a faggot marriage state just like Washington.,lgbt,1.0
22773,0,Twitter is for fags.,lgbt,1.0
22797,0,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin","christian, lgbt",2.0
22888,0,Vanessa is such a fuckin faggot.,lgbt,1.0
22938,0,Wake up you stoopid dyke,lgbt,1.0
23063,0,What a fag,lgbt,1.0
23064,0,What a fucking faggot,lgbt,1.0
23119,0,What's so good about Prom? All I see is another faggot ass High School dance.,lgbt,1.0
23124,0,What's up faggots bet y'all thought you'd seen the last of me,lgbt,2.0
23292,0,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.,lgbt,1.0
23328,0,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.,lgbt,1.0
23357,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on",lgbt,1.0
23418,0,Wish I coulda said more to  tonight. Good seeing you fag. &#;,lgbt,1.0
23466,0,Worlds biggest faggot lol,lgbt,1.0
23710,0,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on,lgbt,1.0
23793,0,"You fucking fag &#;: this is exactly what i am talking about 

women are pigs",lgbt,1.0
23801,0,You got me faggot,lgbt,1.0
23811,0,You hate football your a faggot,lgbt,1.0
23812,0,You have my word we will RT :  beat those fucking faggots pls,lgbt,1.0
23909,0,You some type of special faggot if you bring chocolate Swishers to a smoke session.,lgbt,1.0
23947,0,You're a faggot if you use the cover your face emoji,lgbt,1.0
23952,0,You're all faggot fuckheads.,lgbt,1.0
23978,0,Your acting like a spoiled little faggot have fun,lgbt,1.0
24029,0,ahah fucking queer  kill urself,lgbt,1.0
24257,0,do you think all the rice fags are at McDonald's?,lgbt,1.0
24303,0,"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots",lgbt,1.0
24309,0,faggot,lgbt,1.0
24311,0,faggots,lgbt,1.0
24314,0,fat dykes make me want to vomit,lgbt,1.0
24343,0,gay ass fags,lgbt,1.0
24437,0,hope gezus gets shot in his faggot head #houston #nbombs,lgbt,1.0
24444,0,how the fuck do all these fucking faggot ass randos even find zoe's ask account????,lgbt,1.0
24462,0,Leo get the fuck off of vine you fag,lgbt,1.0
24472,0,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass.",lgbt,1.0
24600,0,"it means that im following orders and being subordinate. sue me, ya dyke",lgbt,1.0
24811,0,oh well. he's a fag anyways.,lgbt,1.0
24828,0,one day im like harry styles is so hot the next day is who tf is this faggot,lgbt,1.0
24838,0,only lesbians get their nips pierced ew,lgbt,1.0
24916,0,"she pooted &#;: Either Young Thug gay, or this bitch pooted",lgbt,1.0
24991,0,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.,lgbt,1.0
25084,0,this guy is the biggest faggot omfg,lgbt,1.0
