Index,class,tweet,group
24991,0,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.,lgbt
25084,0,this guy is the biggest faggot omfg,lgbt
336,2,greggutfeld a video an entire media will likely mock httptcoXFr1cRXWSm i am such a crybaby,LGBT
1388,2,8220Kik2Clean Brah Wiz cheated 128514128557 httptcoOZ2PnDNGJ08221 she had hair like a dyke Uh Duh,LGBT
16668,2, Pregnant SE Cupp8217s classic response to 8216liberal dem8217 who calls her 8216chunky8217 8211 with bonus tweets httptcoU8nlYWEfiO via8230,LGBT
10461,2,I don8217t talk trash regarding sports,LGBT
5651,2,alexnolan1990 claddos takutaneka regankelly91 ill give you a tip beware of the ugly birds who hide behind massive lensed sunnies,LGBT
21124,2,Selling ex lax brownies in front of Meijer to pregnant women GoodDeed,LGBT
11479,2,Im Pregnant Charlie Brown WorstPeanutsSpecialEver,LGBT
18279,2, This is so great Regular season ball is for the birds,LGBT
5183,2,TreyDoe HallDerik 20ToLife once fag You got pressed to the ground hang up your cleats n never put them back on or think about it,LGBT
14072,2,Our female guinea pig is pregnant 127882127881127873128525128525128525,LGBT
11284,2,I uploaded a YouTube video httptcoJHUuZpgr UPDATE ON UGANDA ANTIGAY BILL Freemasonry AngloAmerican Influence and,LGBT
23024,2,Weekend is here What an amazing week this has been Lets use this extended weekend to celebrate our successes my fellow queer folk,LGBT
6218,2,gregorious13 I dont understand it theres trash cansdumpsters everywhere and if theres not just wait till you go somewhere with one,LGBT
921,2,pornandroidiphoneipadsexxxx  Teen  Cutie lesbian teens toy slits httptcoZS05enjjwm,LGBT
20957,2,Regular joes rockin tha boat thats us redneck yacht clubbb9728127926,LGBT
6246,2,haylebopp last year i had to explain why queer theory is the acceptable academic term,LGBT
3389,2,GregHillWAAF New showThursdays with Jinxy broadcast from the moon its made of chunky blue cheese you know,LGBT
2175,2,Forget to salute trash the other guy for the bad war during Cairo II sympathize w Pockistan gays hurting morale Thanks King,LGBT
14147,2,Perhaps Ezra Miller is the first crack toward changing that regardless of whether he identifies as queer over gay,LGBT
1325,2,8220HeyKeifer Golden Oreos 128016 regular Oreos 1286868221 YES,LGBT
14400,2, Bron pregame speeches be so trash though lmao,LGBT
6858,2,mfsasso or jim crow laws segregation lynching laws anti womans suffrage laws amazing how everyone doesnt want to bring that up,LGBT
16969,2, 22 Adam Henrique cleans up the trash in front of the net tying the game for the NJDevils with 1106 left in regulation 8230,LGBT
20277,2, In the Yankees draft room they had a huge picture of Greg Campbell with the message this is the makeup were looking for,LGBT
8828,2,DRUGSgt Is why Giants are losing Just ask barrybonds and the HEDGE BET FUNDgt WorldSeriesGame6 faggots,LGBT
22864,2,"Unintended consequences of the current fed regulations 
Trays of uneaten food thrown in the trash 
Hungry kids
 httptcoaaMJhHOW7y",LGBT
6016,2,dgardner YoniFreedhoff Sounds like the hysteria over bird flu a few years back It had a lower mortality rate than the regular flu,LGBT
22903,2,Virtually zero protections for LGBTQ persons in Alabama Not a lot of acceptance either Think about queer Alabamian kids today,LGBT
9350,2,Finally done wif mock regents 128524,LGBT
3390,2,GregHillWAAF soo what you putting on those crackers Gregg,LGBT
10453,2,I didnt buy any alcohol this weekend and only bought 20 fags Proud that I still have 40 quid tbh,LGBT
11519,2,Im an 18 year old gay driving through the back roads of redneck Virginia blasting Cheetah Girls If that doesnt scream sitcom what does,LGBT
8937,2,Delusional teabagger thinks he can stop gay marriage in Wisconsin httptcoSp6o6vOyDw lgbt teaparty gaymarriage ssm,LGBT
8254,2,Bigots demand recount in Idaho gay rights ordinance referendum httptcoTorYEXxMwi tcot teaparty teabaggers lgbt,LGBT
14377,2," Oregon State WR brandincooks is a popular 49ers pick in recent mock drafts 

DRAFT TRACKER httptcoAEueKmhkQX httptc8230",LGBT
4550,2,PlannedSickDays hey do you have that screen shot of djks wiki page being updated regarding the trash can incident,LGBT
10998,2,I love how we can marry and still be the same queer messy funny fabulous dramatic community weve always been Why I love us,LGBT
20971,2,Rewrite tinker with its official language regarding samesex relationships divorce remarriage etc But nothing is set in stone at all,LGBT
22086,2,The two ringless fags RT EverybodyHatesX Barkley amp Reggie were talking nonsense the entire game,LGBT
12404,2,Jose Soto Reflections of a former gay teabagger httptcoXtMMuzyK,LGBT
10019,2,Hes a pretty damn good actor But as a gay man its awesome to see an openly queer actor given the lead role for a major superhero film,LGBT
16362,2, My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie still dip it in 2 ,LGBT
684,2,BigBird was made by a gay couple So yes under a GOP world the bird would not have existed since its creators would be in jail for sodomy,LGBT
7161,2,sandcowboy31 hey its hillbilly jim and Greg the hammer valentine pffttt,LGBT
814,2,WeAreRepublicNotRegime POTUS BO violated USA sovereignty wopen borderJihadiscriminaldiseasedHaitiansSAmericans ImpeachObama,LGBT
18207,2, Finally Warner Bros making superhero films starring a woman person of color and actor who identifies as queer httptco8230,LGBT
13526,2,National Review calls gay marriage lawlessness httptcoQpTreDa6yv oregon tcot gop NOM lol teabaggers,LGBT
11503,2,Im a redneck but without the homophobia and racism,LGBT
7681,2,A squad of dyke cholas fear nobody They worse than the cartel,LGBT
18288,2, Richard Grenell WaPos Greg Sargent mocks voter ID and proves point of proponents httptcoKG3NEWOYIy,LGBT
4259,2,MissStef0318 MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism,LGBT
7395,2,tracieeeeee wha me im just waiting for showtime to bring back queer as folk,LGBT
6789,2,luchadora41 so was slavery prohibition and not letting women to vote segregation jim crow laws etc etc i can do this all day lol,LGBT
24799,2,not fun DPDUK when you have braxton hicks and cramps regularly from moving around You try it,LGBT
7107,2,regankelly91 go the gulls First grade should be a cracker Physical,LGBT
3300,2,Furrystoat For the record NoHomo but dont care who is unless I gotta see it same with every sexuality even birds dogs what not,LGBT
14174,2,Photo anarchoqueer 8220Anarchism stands for a social order based on the free grouping of individuals for httptcoIy6Gro4t8Z,LGBT
5677,2,andersonDrLJA im so sick of self serving politicians standing by while BO trashes America WeAreRepublicNotRegime ImpeachObama,LGBT
9999,2,He may be the President but that doesnt necessarily mean hes in the sole position of power in regard to making such decisions,LGBT
19428,2," RIP Tom Foley
RIP Greg Sikorskey
RIP Charlie Anaya
RIP Wells Crowther
RIP Andy Fredericks",LGBT
12974,2,Looks like a tool but is useful as a clay hammer fag hOPPondis httptcoK7wqlAWRwM,LGBT
