Index,class,tweet,group
23879,0,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt","women, black"
23960,0,You're just another nigguh.,black
23997,0,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.,black
24218,0,coons,black
24420,0,hoe ass nigga &#;,black
24586,0,inb you unfunny nigger kill yourself,black
24695,0,looking like a hillbilly and not matching is what I do best goodnight losers,black
24769,0,niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up,black
24995,0,"tell the hating niggah 
stfu",black
25065,0,they shot another monkey lmaooooooooooo,black
25197,0,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin.","mexican, asian, whites, black"
25289,0,you're all niggers,black
10238,2,I I havent watched a single episode of LHHNY however Im watching the reunion This coon shit I mean the levels of ratcheticity,black
23632,2,Yee boy my yung nicca told me dat waxx,black
11076,2,I need to pick between two wigs The agony  My cute multicolored bob or my red Stevie Nicks curly one,black
2466,2,AlludraAIE just remember to keep the skirt dark colored It camouflages all that pan dimensional gore,black
24597,2,is she choking it 1285631285631285841285841285531285538220AwwAdorabIe I want a pet monkey 128553128525 httptcow7Yr5xKLSC8221,black
14482,2, The people of the ghetto are rising up and fighting back Whose side are you on Gaza,black
9966,2,Have you noticed all the ghetto people naming their kids after cars Mercedes8230 Lexus8230 Repossessed,black
23553,2,Yall take note There aint never tornadoes where colored folk live,black
3355,2,Gladvillian u want me to make u one of my ghetto nunchucks they come in singles and doubleended,black
23967,2,Youre stuck on ghetto middle school days Step our g 8212 wtf how ah I stuck in the middle school games jusy bc httptcohJnV01NTGB,black
10805,2,I have a feeling tonight will be trash,black
3498,2,HuffingtonPost looks like any other little porch monkey to me,black
9732,2,Going to California today for some analyzer training Going into Dick Whitman mode Wish I had a tan colored suit to wear for the flight,black
19457,2, rosestokoe JuliaMarie892 suline violetethompson CAmatuzzo but then theres the yellow writing on the black jerse ,black
20100,2," i thank every broad in the universe who takes that step forward ampputs colored contacts in her eyes
thats one less person 8230",black
3118,2,DizzyBala God awful and that dude is Dorian  eggplant black,black
3199,2,EmmaLouisaSuttl timmyn90 Anyone bring in a monkey,black
3187,2,EhhDontTouchMe kourtj3000 brialeeandrea thats ghetto,black
21104,2,See me ride out of that sunset on your colored TV screen TNT ACDC,black
4937,2,"SuSuSudafed
I eat dat chicken out your love box baby Lovin a white woman while eatin chicken A colored mans dream",black
7740,2,Aint no love in the ghetto 128148,black
18409,2, Dont know how you Yankees fans listen to Kay every night Absolutely brutal Just nonsensical blah blah blah blah Radio n8230,black
22167,2,Theres someone riding around the Robinson Walmart in a lawn mower With ghetto headlights added reallife,black
10139,2,"Hold all your ghetto labeled and endorsed vodka brands you can rum me silly any day 

ShiverMeTimbers",black
6980,2,obamac0re I dont like it peaceful thats boring I like fighting I come from the ghetto do u remember that its p impossible for me not to,black
12603,2,LOL theres a talking monkey live on the internet Will wonders never cease,black
534,2,Mine plays DMX and kirk Franklin smh justcallmeBRIT Well my neighbors are ghetto  They get up at like 5am and beat their kids,black
19164,2, I really need to take my rose colored glasses off though I gotta stop thinking everybody does shit with good intentions8230,black
8659,2,Charlie Furbush WhyDidIGoogle midnight,black
10145,2,Holy monkey balls its warm today,black
3248,2,FemsHaveBallz have u spent significant time in ANY ghetto or witnessed the years of terrorism committed by police in the Black community,black
15895,2," a girl tweeted you might be ghetto if u bring food from outside into the movies

no u might be stupid if u pay 499 for a8230",black
222,2,RachieSoul DizzleOfficial inna di ghetto You alone lmaoo,black
22899,2,View from the ghetto aint bad Rio httptcoumjPU8gT,black
4351,2,"NYRKelsMads 
I gots to be bein colored and all",black
3346,2,"GingerDemoness RiotCast weirdmedicine 
I wants to call bouts my vitaligro but I aint sho if you a doctor fo da colored folk",black
24624,2,just found out IUBloomington has an Australian president hoosiers are my team hoosierstate indiana iu iubb big10 202 tonight,black
13452,2,My pits be stankin from doin dem flows Is hard on a ol colored body in da heat Dem white women be pushy when day want dare flows fixed,black
11621,2,Im not big on the Uncle Tom slur anyway but can we at least reserve it for those who earn it not just those who dare to not vote Dem,black
9681,2,Ghetto bird cant fly away from my hood,black
3313,2,GOPBlackChick barrackobama just said uswas full of nicegivingsmart pplI thought we were meanunexceptionalbitter clingersevolved,black
3541,2,"IHateStevenSing
I aint to show bout dem colored diamonds you talk about on da radio 
Any diamond you gets from a colored be stolen",black
16273,2, Me too 8220WhatsAshirt Defiantly going to see that new planet of the apes tonight8221,black
1183,2,"8220BurgerKing What8217s going to be your pick for SelectionSunday 2for5 WatchLikeaKing httptcoaBam30gSk48221

Dis make colored folk happy",black
16795,2, Scott Walker investigate Christies Bridgegate Perrys drunk monkey Dem DAgate All men innocent All threats to left8230,black
19770,2, 8220Sonali1123 Guys with colored eyes 1285258221 httptcohwiPlPuxpQ,black
3908,2,KenSuttling Yankees playing tonight in the Bronx3rd game of the current series against the diamondbacks,black
17019,2, Absolutely perfect day in London Suns out Gona be a cracker at wembley tonight  Yeaaaaahhhh,black
11022,2,I luv watching gas monkey they be havin some classics on there,black
14485,2, Whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine,black
1872,2,8220lakeshow73 WCCORosen Too bad the optimism I have for the Royals you dont have for the Twins Take those Roseie colored glasses off,black
24182,2,brass monkey dat funky monkey httptcoNaDoF9QqDa,black
25016,2,the birds out tonight,black
120,2,EdgarPixar Overdosing on heavy drugs doesnt sound bad tonight I do that pussy shit every day,black
6086,2,elchavaloko pinche panamonos negros me Dan asco,black
16994,2, Hunter Hurt Helmsley RT RichGMI Cut the imaginary height shit Most of the women tweeting about it sleep alone every nig8230,black
21414,2,So many weird people in the ghetto at this time,black
20390,2, Travis always on my TL being ghetto 128514128514,black
4369,2,Nashgrier purple monkey,black
15196,2, WesOrrJames love you too my nig squad,black
6099,2,ennuitimes clever monkey,black
17780,2, This monkey on my back keeps smearing poop in my hair,black
24398,2,having a blast yesterdayshe even had me on the monkey bars tryna kill myself lol httptco31g1KM56,black
16715,2, Directioners 1Ds zaynmalik amp LouisTomlinson monkey around on set of StealMyGirl video httptcosOEbNlR8Re httptco8230,black
13275,2,My baby boy asleep with my monkey that I had since I was little I love my son so much httptcoioSARfS3rO,black
21904,2,Thatd been a ghetto little meal,black
21794,2,Thanks delaneyjade for coming with me last night because its ghetto and no one else could of handled it Summer2014,black
22599,2,This one night I was tripping off brownies I put my running shoes on and I was still in pjs it was 2am  httptcoUwmBpCOMNE,black
3419,2,HBergHattie snkscoyote I wonder if the progs didnt relegate young black men to the ghettos to keep them away from harry reids friends,black
22926,2,Wait a minute Bowyer causing a yellow in a Chase race RT Knighter01 Caution 15 NASCAR,black
24840,2,only my school wouldnt give kids their schedules ghetto,black
25121,2,trash night tonight I can already hear the sound of Americas thriving economic sector out on the street four wheels one of them wobbles,black
7067,2,pubsubs Adessences tzanchan86 btw genocide isnt war The people of Gaza are no more combatants than the people of the Warsaw ghetto,black
8715,2,Ciara not a ghetto name Well kinda but it8217s not 8220ASHANTI8221,black
3270,2,FrancoisKilljoy Marshall Law Whatever you coon,black
7475,2,walterthecat121 GalliumRBLX how is it being colored blind,black
11505,2,Im a sucker for colored eyes 128532128532,black
7914,2,Am ghetto httptcokgu2SePIQZ,black
430,2,Bae sounds like such a ghetto word Use something else,black
4940,2,SugarShai2 youtube bear vs monkey bike race,black
20990,2,Rose colored glasses only you guys wvnextin6,black
7764,2,Alarm set early bird n all that Night all xx,black
4615,2,RainaluvsA in that picture yes I havent had an updated pic added the angel wing is colored now too and thanks represents what I am ,black
8991,2,Dis nicca DBScooch went in on dat I Keep tryin,black
16954,2, Nick Young says that close to 100000 worth of money watches sneakers and clothes were stolen from his house last nig8230,black
6061,2,dustincmc KevinKillsThngs ghettoblack,black
8035,2,As Chanice say that I realize the coons move from drinking Moet to Belaire All yuh feel all yuh so fancy with all yuh 30 champagne eh,black
5967,2,danifreshh some weird local ghetto school haha,black
17589,2, Today GlennAlfonso did my hair and makeup He always tries to make me look like a monkey httptcotym2JD7h3Z,black
3253,2,FightNightX NMF4Life khan has been facing nothing but trash since his L to Garcia,black
17726,2, Its not as easy as youd think to find an astronaut monkey outfit at the last minute,black
23638,2,Yep sources confirmed it That Iggy concert last night was trash,black
6478,2,jsimsromance My guy is a Maine coon and a total cuddle bum Every one that Ive ever met has been super friendly,black
16788,2, 8226not all black girls are ghetto though,black
16962,2, tweetsoutloud we found your brother Charlie out working on the dishes today DSN50 NASAsocial httptcooNVuQnS7HT,black
20025,2, Attack animals last house on the left by the lake and she got colored eyeswe should have known Lol,black
3246,2,FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so 128514,black
8471,2,But I callin out da race card Aint no colored podcasts out dare,black
17844,2, savanigga CheersToKellin sav you are so nicee love you too twat ,black
20220,2, If your girl didnt camp out overnight to buy you the iPhone 6 your pee pee is trash,black
